Tamanho,AVL_Media,RB_Media,B1_Media,B5_Media,B10_Media
487,0.00,0.00,0.00,26183.80,0.00
488,0.00,0.00,0.00,26304.10,0.00
489,0.00,0.00,0.00,26366.00,0.00
490,0.00,0.00,0.00,26434.50,0.00
491,0.00,0.00,0.00,26479.80,0.00
492,0.00,0.00,0.00,26441.40,0.00
493,0.00,0.00,0.00,26626.00,0.00
494,0.00,0.00,0.00,26657.40,0.00
495,0.00,0.00,0.00,26671.30,0.00
496,0.00,0.00,0.00,26779.70,0.00
497,0.00,0.00,0.00,26818.20,0.00
498,0.00,0.00,0.00,26829.10,0.00
499,0.00,0.00,0.00,26975.20,0.00
500,0.00,0.00,0.00,26976.20,0.00
501,0.00,0.00,0.00,27033.20,0.00
502,0.00,0.00,0.00,27112.40,0.00
503,0.00,0.00,0.00,27165.80,0.00
504,0.00,0.00,0.00,27325.40,0.00
505,0.00,0.00,0.00,27291.30,0.00
506,0.00,0.00,0.00,27448.40,0.00
507,0.00,0.00,0.00,27445.60,0.00
508,0.00,0.00,0.00,27484.90,0.00
509,0.00,0.00,0.00,27576.60,0.00
510,0.00,0.00,0.00,27562.60,0.00
511,0.00,0.00,0.00,27606.90,0.00
512,0.00,0.00,0.00,27759.20,0.00
513,0.00,0.00,0.00,27744.90,0.00
514,0.00,0.00,0.00,27781.20,0.00
515,0.00,0.00,0.00,27841.00,0.00
516,0.00,0.00,0.00,27884.90,0.00
517,0.00,0.00,0.00,28030.80,0.00
518,0.00,0.00,0.00,28069.40,0.00
519,0.00,0.00,0.00,28150.70,0.00
520,0.00,0.00,0.00,28212.10,0.00
521,0.00,0.00,0.00,28278.90,0.00
522,0.00,0.00,0.00,28289.90,0.00
523,0.00,0.00,0.00,28339.30,0.00
524,0.00,0.00,0.00,28426.00,0.00
525,0.00,0.00,0.00,28379.50,0.00
526,0.00,0.00,0.00,28500.20,0.00
527,0.00,0.00,0.00,28633.50,0.00
528,0.00,0.00,0.00,28709.80,0.00
529,0.00,0.00,0.00,28723.60,0.00
530,0.00,0.00,0.00,28781.80,0.00
531,0.00,0.00,0.00,28865.00,0.00
532,0.00,0.00,0.00,28873.50,0.00
533,0.00,0.00,0.00,29026.60,0.00
534,0.00,0.00,0.00,29003.70,0.00
535,0.00,0.00,0.00,29109.70,0.00
536,0.00,0.00,0.00,29176.50,0.00
537,0.00,0.00,0.00,29134.40,0.00
538,0.00,0.00,0.00,29264.40,0.00
539,0.00,0.00,0.00,29390.50,0.00
540,0.00,0.00,0.00,29376.30,0.00
541,0.00,0.00,0.00,29452.10,0.00
542,0.00,0.00,0.00,29502.90,0.00
543,0.00,0.00,0.00,29575.50,0.00
544,0.00,0.00,0.00,29562.70,0.00
545,0.00,0.00,0.00,29658.60,0.00
546,0.00,0.00,0.00,29772.90,0.00
547,0.00,0.00,0.00,29802.30,0.00
548,0.00,0.00,0.00,29861.10,0.00
549,0.00,0.00,0.00,29966.20,0.00
550,0.00,0.00,0.00,30009.10,0.00
551,0.00,0.00,0.00,30023.20,0.00
552,0.00,0.00,0.00,30044.30,0.00
553,0.00,0.00,0.00,30195.70,0.00
554,0.00,0.00,0.00,30252.20,0.00
555,0.00,0.00,0.00,30263.40,0.00
556,0.00,0.00,0.00,30328.90,0.00
557,0.00,0.00,0.00,30477.20,0.00
558,0.00,0.00,0.00,30505.00,0.00
559,0.00,0.00,0.00,30568.40,0.00
560,0.00,0.00,0.00,30565.40,0.00
561,0.00,0.00,0.00,30696.70,0.00
562,0.00,0.00,0.00,30661.00,0.00
563,0.00,0.00,0.00,30733.40,0.00
564,0.00,0.00,0.00,30815.60,0.00
565,0.00,0.00,0.00,30867.00,0.00
566,0.00,0.00,0.00,30991.40,0.00
567,0.00,0.00,0.00,31043.20,0.00
568,0.00,0.00,0.00,31062.60,0.00
569,0.00,0.00,0.00,31086.90,0.00
570,0.00,0.00,0.00,31203.40,0.00
571,0.00,0.00,0.00,31213.20,0.00
572,0.00,0.00,0.00,31286.10,0.00
573,0.00,0.00,0.00,31315.50,0.00
574,0.00,0.00,0.00,31323.10,0.00
575,0.00,0.00,0.00,31473.80,0.00
576,0.00,0.00,0.00,31578.70,0.00
577,0.00,0.00,0.00,31622.70,0.00
578,0.00,0.00,0.00,31615.60,0.00
579,0.00,0.00,0.00,31713.70,0.00
580,0.00,0.00,0.00,31763.70,0.00
581,0.00,0.00,0.00,31855.80,0.00
582,0.00,0.00,0.00,31864.60,0.00
583,0.00,0.00,0.00,31958.30,0.00
584,0.00,0.00,0.00,32036.10,0.00
585,0.00,0.00,0.00,32034.30,0.00
586,0.00,0.00,0.00,32196.50,0.00
587,0.00,0.00,0.00,32252.60,0.00
588,0.00,0.00,0.00,32246.60,0.00
589,0.00,0.00,0.00,32342.00,0.00
590,0.00,0.00,0.00,32362.20,0.00
591,0.00,0.00,0.00,32564.50,0.00
592,0.00,0.00,0.00,32445.40,0.00
593,0.00,0.00,0.00,32541.40,0.00
594,0.00,0.00,0.00,32603.60,0.00
595,0.00,0.00,0.00,32707.10,0.00
596,0.00,0.00,0.00,32796.50,0.00
597,0.00,0.00,0.00,32701.90,0.00
598,0.00,0.00,0.00,32839.60,0.00
599,0.00,0.00,0.00,32978.20,0.00
600,0.00,0.00,0.00,32975.30,0.00
